CandidateID,Source,JobRole,ExperienceYears,ScreeningScore,InterviewRounds,OfferStatus,JoinedStatus,SalaryExpected,SalaryOffered,ApplicationDate,CostPerSource
C102398,Indeed,Frontend Developer,3.6,29,1,Rejected,Did Not Join,1365899,233283,2024-03-30,15598
C102399,Indeed,Product Analyst,0.1,58,2,Rejected,Did Not Join,565993,629025,2023-06-23,7917
C102400,Naukri,Frontend Developer,0.0,68,2,Offered,Did Not Join,1700165,350332,2024-05-17,5748
C102401,Naukri,Sales Executive,0.9,58,2,Rejected,Did Not Join,951183,1627291,2023-06-17,4140
C102402,LinkedIn,Sales Executive,0.3,99,2,Offered,Did Not Join,281117,526619,2023-02-05,8058
C102403,Naukri,Backend Developer,1.6,35,1,Offered,Did Not Join,1864594,602533,2023-08-29,5862
C102404,Indeed,Business Analyst,5.0,45,3,Rejected,Joined,1166225,1239754,2024-11-08,3781
C102405,Indeed,HR Executive,1.0,52,3,Rejected,Did Not Join,359895,1086071,2024-07-04,9019
C102406,Naukri,Marketing Associate,3.7,52,1,Rejected,Did Not Join,1833836,1346602,2023-05-29,8880
C102407,Naukri,Business Analyst,0.0,85,3,Offered,Did Not Join,1847827,1745188,2024-01-11,3708
C102408,Internshala,HR Executive,0.4,42,2,Rejected,Did Not Join,1827398,276137,2024-07-04,7980
C102409,LinkedIn,Frontend Developer,0.1,87,1,Rejected,Did Not Join,629967,663812,2024-08-14,7957
C102410,Indeed,Backend Developer,0.8,54,2,Offered,Joined,486265,600503,2023-12-29,10788
C102411,Naukri,Business Analyst,4.8,54,2,Rejected,Did Not Join,796024,1597658,2023-07-27,16683
C102412,LinkedIn,Frontend Developer,0.2,97,2,Offered,Did Not Join,935657,956569,2024-04-23,11696
C102413,Naukri,HR Executive,1.9,24,3,Rejected,Did Not Join,877486,542101,2023-02-05,3180
C102414,LinkedIn,Business Analyst,1.2,26,2,Rejected,Did Not Join,261581,1368802,2024-04-30,8569
C102415,Agency,Marketing Associate,5.6,21,1,Rejected,Did Not Join,1992567,1548636,2024-03-06,9808
C102416,LinkedIn,Business Analyst,0.3,31,4,Rejected,Did Not Join,488267,399673,2024-06-20,17069
C102417,Naukri,Frontend Developer,0.5,32,1,Rejected,Did Not Join,1823900,1077644,2024-06-25,19461
C102418,Naukri,Product Analyst,0.1,99,2,Rejected,Did Not Join,592206,1742479,2024-06-12,6069
C102419,LinkedIn,Product Analyst,1.1,87,1,Rejected,Did Not Join,1065287,1451590,2024-10-30,1641
C102420,Naukri,Business Analyst,0.7,21,1,Rejected,Did Not Join,1919526,424945,2024-11-12,18971
C102421,Naukri,Marketing Associate,4.1,77,2,Rejected,Did Not Join,1163769,716322,2023-02-03,16469
C102422,Referral,Backend Developer,1.9,60,1,Rejected,Did Not Join,1958260,1389385,2024-04-01,8419
C102423,LinkedIn,Backend Developer,1.9,22,2,Offered,Did Not Join,923080,1098319,2024-08-08,17686
C102424,Naukri,Product Analyst,1.5,66,1,Offered,Did Not Join,746989,1425144,2024-12-07,7099
C102425,Campus,Frontend Developer,0.2,64,2,Rejected,Joined,927899,1455480,2023-07-26,19539
C102426,Naukri,HR Executive,1.2,91,2,Offered,Did Not Join,830022,437623,2023-05-22,15054
C102427,Agency,Frontend Developer,15.2,37,1,Rejected,Joined,225387,744023,2023-11-05,10767
C102428,Naukri,Backend Developer,3.6,53,3,Rejected,Did Not Join,1306189,754650,2023-06-23,17206
C102429,Campus,Data Analyst,4.5,28,1,Rejected,Did Not Join,508810,1280862,2024-07-09,4922
C102430,Indeed,Data Analyst,3.5,55,1,Rejected,Joined,370207,889967,2024-09-28,13322
C102431,Referral,Business Analyst,0.2,12,2,Rejected,Joined,1802418,524618,2024-06-29,1419
C102432,Internshala,Marketing Associate,0.5,92,2,Offered,Did Not Join,1472965,1722888,2024-12-04,8686
C102433,Naukri,Product Analyst,0.0,29,2,Rejected,Did Not Join,242146,398857,2023-02-16,16859
C102434,Agency,Sales Executive,0.7,34,1,Rejected,Did Not Join,300037,1202026,2023-01-18,2047
C102435,LinkedIn,Sales Executive,0.2,84,3,Offered,Did Not Join,1654780,285212,2024-03-22,644
C102436,LinkedIn,Sales Executive,1.3,65,2,Offered,Joined,1956055,783284,2023-10-25,11401
C102437,Naukri,Business Analyst,2.3,90,1,Offered,Joined,478600,1306366,2024-05-28,8783
C102438,LinkedIn,Data Analyst,4.2,70,2,Offered,Did Not Join,697637,454101,2024-01-10,19954
C102439,Naukri,Backend Developer,2.8,64,3,Offered,Joined,1109005,1161684,2023-05-06,5976
C102440,LinkedIn,Business Analyst,5.6,44,2,Rejected,Did Not Join,1974514,974284,2023-05-29,16467
C102441,LinkedIn,Sales Executive,0.1,87,1,Rejected,Did Not Join,1146718,1033232,2023-12-25,10783
C102442,Referral,Sales Executive,0.0,68,2,Rejected,Did Not Join,1453245,1513923,2023-06-29,12680
C102443,Referral,Product Analyst,2.2,48,1,Offered,Joined,1128538,1669470,2023-04-01,19135
C102444,LinkedIn,Frontend Developer,0.7,66,2,Rejected,Did Not Join,942883,352925,2024-04-07,12364
C102445,Naukri,Sales Executive,0.6,92,3,Rejected,Did Not Join,987309,1238940,2023-07-06,1063
C102446,Naukri,Marketing Associate,0.8,76,2,Rejected,Did Not Join,1739742,395296,2024-10-26,1837
C102447,Naukri,Sales Executive,0.6,43,2,Rejected,Did Not Join,262718,863099,2024-02-05,6242
C102448,Naukri,Frontend Developer,1.4,50,3,Rejected,Did Not Join,1734569,884194,2024-07-28,17271
C102449,Naukri,Sales Executive,1.2,31,2,Rejected,Joined,417285,742592,2024-10-28,14784
C102450,Naukri,Marketing Associate,1.4,36,2,Offered,Did Not Join,733930,1191999,2023-03-06,13421
C102451,Agency,Backend Developer,2.2,30,1,Offered,Did Not Join,562988,1768921,2023-10-25,4067
C102452,LinkedIn,Business Analyst,1.0,50,2,Rejected,Did Not Join,396215,1571229,2023-05-02,19162
C102453,Naukri,Marketing Associate,0.6,40,2,Rejected,Joined,429457,984633,2023-04-13,16742
C102454,LinkedIn,Frontend Developer,0.4,36,2,Offered,Joined,512627,1409566,2024-04-23,2220
C102455,Naukri,Business Analyst,0.9,46,4,Rejected,Did Not Join,1061882,1016156,2024-12-30,14750
C102456,LinkedIn,Business Analyst,2.7,75,3,Rejected,Joined,1748051,1675407,2024-01-05,19373
C102457,Indeed,Frontend Developer,2.8,63,2,Rejected,Did Not Join,1607349,1143984,2024-05-28,18572
C102458,LinkedIn,Product Analyst,2.2,18,2,Offered,Did Not Join,969587,349160,2023-07-16,10028
C102459,LinkedIn,Data Analyst,0.5,92,2,Offered,Did Not Join,1099572,1187172,2023-10-27,18818
C102460,Internshala,Sales Executive,1.8,51,1,Rejected,Joined,511652,1796156,2023-07-25,5955
C102461,Campus,Marketing Associate,1.7,45,1,Rejected,Did Not Join,307815,1615710,2023-08-01,15948
C102462,Indeed,Frontend Developer,1.3,19,3,Rejected,Did Not Join,331651,1323429,2023-03-19,9870
C102463,LinkedIn,Backend Developer,1.6,68,2,Rejected,Did Not Join,999019,1278478,2024-03-20,6764
C102464,Indeed,HR Executive,1.4,49,3,Rejected,Did Not Join,790469,657947,2023-09-28,12846
C102465,Naukri,Frontend Developer,1.7,63,1,Rejected,Did Not Join,1952406,1609864,2024-07-15,7647
C102466,LinkedIn,Sales Executive,2.5,48,2,Rejected,Did Not Join,402871,920834,2024-07-09,13617
C102467,Naukri,Sales Executive,0.2,16,2,Rejected,Joined,1395576,1463092,2023-09-19,2905
C102468,LinkedIn,Business Analyst,2.8,13,2,Rejected,Did Not Join,554489,1166028,2024-11-22,1869
C102469,LinkedIn,Business Analyst,0.3,24,3,Offered,Did Not Join,243591,1458806,2024-01-06,10165
C102470,Naukri,Frontend Developer,0.1,85,4,Rejected,Joined,1018333,1788482,2024-02-21,14794
C102471,Agency,HR Executive,7.5,57,1,Rejected,Did Not Join,817699,472909,2024-05-10,9431
C102472,Campus,Product Analyst,6.3,15,1,Rejected,Joined,1912435,357208,2024-06-24,18667
C102473,Indeed,Frontend Developer,0.1,82,1,Rejected,Joined,1117737,1189193,2023-11-20,5485
C102474,LinkedIn,HR Executive,1.2,44,2,Rejected,Did Not Join,1397066,1192044,2024-01-07,15071
C102475,Campus,Product Analyst,0.4,81,2,Rejected,Did Not Join,1570286,729610,2023-07-05,15551
C102476,Naukri,HR Executive,1.3,80,2,Rejected,Joined,981060,1413761,2023-02-02,19795
C102477,Referral,Sales Executive,3.5,77,2,Rejected,Did Not Join,671682,1370927,2023-06-17,15741
C102478,Naukri,Sales Executive,6.0,67,2,Offered,Joined,1525966,954788,2023-06-11,12778
C102479,Referral,Sales Executive,2.0,86,3,Offered,Joined,632001,333088,2023-03-30,19970
C102480,Naukri,Backend Developer,0.9,28,2,Rejected,Joined,303425,1309191,2023-03-13,16678
C102481,Campus,Sales Executive,1.8,71,2,Rejected,Joined,1020935,1515445,2023-06-30,10890
C102482,Agency,Marketing Associate,0.7,80,1,Rejected,Joined,597493,515663,2024-06-20,10927
C102483,Naukri,Business Analyst,4.8,19,2,Rejected,Did Not Join,1904285,1350413,2023-01-20,10183
C102484,LinkedIn,Business Analyst,4.1,34,2,Offered,Did Not Join,1970877,726425,2023-09-22,2678
C102485,Internshala,HR Executive,1.6,53,2,Rejected,Did Not Join,535144,978489,2024-10-07,1990
C102486,LinkedIn,Business Analyst,0.8,67,3,Rejected,Did Not Join,1917444,1071705,2024-06-26,6258
C102487,Campus,Data Analyst,0.7,34,3,Offered,Did Not Join,821853,1643508,2023-01-11,8582
C102488,LinkedIn,Product Analyst,0.1,85,3,Offered,Joined,310123,317606,2024-05-10,17956
C102489,Naukri,HR Executive,3.4,49,2,Rejected,Did Not Join,1577801,239672,2024-09-12,3775
C102490,Naukri,Business Analyst,1.2,85,2,Rejected,Joined,712224,1072856,2024-01-06,10473
C102491,Naukri,Data Analyst,0.8,79,2,Offered,Did Not Join,578578,1074603,2023-04-11,16026
C102492,Referral,Product Analyst,1.3,19,1,Rejected,Did Not Join,228957,1354042,2024-02-11,1182
C102493,LinkedIn,Backend Developer,3.4,75,1,Rejected,Did Not Join,863256,731253,2024-09-05,16736
C102494,LinkedIn,Business Analyst,0.3,34,1,Rejected,Did Not Join,1725066,393665,2024-09-26,1011
C102495,LinkedIn,Data Analyst,3.9,80,1,Rejected,Did Not Join,703344,478613,2024-11-30,19531
C102496,LinkedIn,Frontend Developer,4.6,96,2,Rejected,Did Not Join,305634,1049712,2023-09-08,13270
C102497,Campus,Marketing Associate,5.9,20,4,Offered,Joined,1908224,1108762,2024-04-19,10451
C102498,Internshala,Frontend Developer,1.0,45,1,Offered,Joined,221150,505724,2023-11-10,8959
C102499,LinkedIn,Data Analyst,0.5,58,3,Rejected,Did Not Join,1074309,388417,2024-01-12,4836
C102500,Referral,HR Executive,0.9,57,1,Rejected,Joined,1883404,445211,2023-04-02,4140
C102501,Referral,Sales Executive,0.8,96,1,Rejected,Joined,829427,1262788,2023-10-15,2626
C102502,LinkedIn,Sales Executive,0.4,16,2,Rejected,Did Not Join,956249,323289,2023-07-01,11656
C102503,Agency,Sales Executive,1.9,86,2,Rejected,Did Not Join,1531811,1758043,2024-05-31,18135
C102504,Naukri,Product Analyst,1.3,60,1,Offered,Did Not Join,1904836,642105,2024-12-12,10996
C102505,Naukri,HR Executive,4.0,26,1,Rejected,Did Not Join,1557422,1480716,2023-05-29,17969
C102506,Campus,Product Analyst,0.1,41,2,Offered,Did Not Join,1530445,989597,2024-01-20,9875
C102507,LinkedIn,Business Analyst,2.1,35,1,Rejected,Did Not Join,1801586,1447628,2023-06-21,14783
C102508,Referral,Sales Executive,2.9,31,2,Offered,Joined,617294,891724,2023-11-25,4639
C102509,Campus,Frontend Developer,2.8,22,2,Offered,Did Not Join,413119,1627711,2024-05-01,12428
C102510,Naukri,HR Executive,4.3,21,1,Offered,Did Not Join,742347,235012,2023-07-30,17005
C102511,Campus,HR Executive,2.6,80,3,Rejected,Did Not Join,742449,785380,2024-10-08,1440
C102512,LinkedIn,Sales Executive,5.3,10,1,Offered,Did Not Join,401773,1700339,2023-03-04,6634
C102513,LinkedIn,Frontend Developer,0.8,42,2,Rejected,Did Not Join,1601065,358674,2024-07-22,5517
C102514,Indeed,Backend Developer,1.4,23,3,Rejected,Did Not Join,734975,1144166,2024-10-04,18329
C102515,Agency,HR Executive,0.0,73,4,Rejected,Did Not Join,1593223,394762,2024-08-22,12074
C102516,Naukri,Sales Executive,0.0,52,2,Rejected,Did Not Join,1610490,595510,2024-01-18,5340
C102517,LinkedIn,Marketing Associate,0.5,67,2,Rejected,Did Not Join,1781558,258272,2023-11-03,12941
C102518,Indeed,Data Analyst,0.2,50,1,Rejected,Joined,1943454,353734,2024-06-07,949
C102519,Indeed,Product Analyst,0.6,90,2,Rejected,Joined,1245401,1703906,2023-04-08,14820
C102520,Indeed,Business Analyst,0.4,77,2,Rejected,Did Not Join,1375836,1570252,2023-07-01,3315
C102521,Naukri,HR Executive,0.1,48,2,Rejected,Did Not Join,561603,1160162,2024-06-19,11703
C102522,Naukri,Marketing Associate,4.8,10,3,Rejected,Did Not Join,886001,794974,2024-09-08,7614
C102523,Naukri,Marketing Associate,0.0,50,1,Rejected,Did Not Join,896088,571477,2024-06-17,16417
C102524,Referral,HR Executive,2.7,54,3,Rejected,Did Not Join,1036519,1128060,2024-03-05,11712
C102525,Naukri,Backend Developer,0.3,97,3,Offered,Did Not Join,1161055,610627,2024-08-28,1766
C102526,Naukri,Data Analyst,4.9,97,2,Rejected,Joined,1232547,925860,2023-08-30,4104
C102527,Agency,Business Analyst,4.5,88,2,Offered,Joined,1987850,1482210,2024-01-02,1057
C102528,Naukri,HR Executive,2.1,90,2,Offered,Did Not Join,1450340,1766610,2024-02-29,2665
C102529,Internshala,Product Analyst,2.2,22,4,Rejected,Did Not Join,1999805,1721848,2024-05-18,4804
C102530,Indeed,Business Analyst,0.0,80,1,Rejected,Did Not Join,1435081,1473087,2024-05-29,10645
C102531,Referral,Frontend Developer,8.4,18,2,Offered,Did Not Join,1618661,1393076,2023-02-17,5699
C102532,Naukri,Marketing Associate,4.2,72,2,Rejected,Did Not Join,407459,726287,2023-06-05,10102
C102533,Naukri,Marketing Associate,4.5,32,3,Rejected,Joined,256561,1329712,2023-02-22,3065
C102534,Indeed,HR Executive,2.2,63,3,Rejected,Joined,1587728,996793,2023-03-25,6985
C102535,Referral,HR Executive,0.8,56,2,Rejected,Did Not Join,1645766,843848,2023-07-05,6031
C102536,Indeed,Product Analyst,4.5,48,1,Rejected,Joined,1201928,1791245,2024-05-01,14516
C102537,Naukri,Frontend Developer,0.7,96,2,Rejected,Did Not Join,1988002,1120858,2024-06-10,951
C102538,Referral,Backend Developer,1.7,35,1,Rejected,Did Not Join,1272629,852074,2023-06-28,9026
C102539,Referral,HR Executive,0.2,10,3,Rejected,Did Not Join,633288,711065,2023-02-18,15461
C102540,Indeed,Marketing Associate,5.1,23,2,Rejected,Did Not Join,1643002,1633833,2023-09-28,11538
C102541,Referral,Business Analyst,0.3,83,3,Rejected,Did Not Join,419171,1503862,2024-01-09,6809
C102542,Referral,Data Analyst,0.5,74,2,Rejected,Did Not Join,1159093,795684,2024-12-27,10813
C102543,Indeed,Sales Executive,1.6,78,2,Offered,Joined,931805,1725497,2024-04-16,4380
C102544,Naukri,Business Analyst,2.9,76,1,Offered,Did Not Join,721694,1153571,2024-11-10,1395
C102545,LinkedIn,Backend Developer,1.9,58,1,Rejected,Did Not Join,1237074,446010,2023-09-12,2583
C102546,Naukri,Data Analyst,0.5,59,1,Rejected,Did Not Join,305128,848389,2024-02-20,5787
C102547,LinkedIn,Business Analyst,0.0,67,2,Rejected,Did Not Join,1811830,349953,2023-06-05,2581
C102548,LinkedIn,Business Analyst,2.8,62,1,Rejected,Joined,1012502,1091801,2023-09-20,6180
C102549,Naukri,Frontend Developer,8.4,66,2,Rejected,Did Not Join,1970579,279889,2023-01-17,7970
C102550,Naukri,Sales Executive,3.3,95,2,Offered,Did Not Join,309573,1635897,2024-10-09,16309
C102551,Naukri,Product Analyst,1.2,27,2,Rejected,Did Not Join,1482938,432049,2024-12-25,14891
C102552,Referral,Backend Developer,4.7,25,1,Rejected,Did Not Join,1354903,1192102,2024-07-08,786
C102553,Agency,Marketing Associate,1.1,11,1,Rejected,Did Not Join,604462,1061012,2024-05-11,8419
C102554,Naukri,Frontend Developer,1.5,22,1,Offered,Joined,1398847,1078444,2024-11-21,17217
C102555,Agency,Data Analyst,1.3,54,2,Rejected,Joined,1026261,324290,2024-08-17,7775
C102556,LinkedIn,Sales Executive,1.2,89,1,Rejected,Did Not Join,1201459,460030,2024-02-21,6345
C102557,Naukri,Marketing Associate,3.0,81,3,Rejected,Did Not Join,829399,608596,2023-01-20,12940
C102558,Naukri,Frontend Developer,1.5,52,3,Rejected,Did Not Join,1615997,378378,2023-06-28,15908
C102559,LinkedIn,Sales Executive,0.8,81,1,Offered,Did Not Join,1773033,1306083,2023-01-19,16140
C102560,Referral,Product Analyst,0.6,63,2,Rejected,Did Not Join,1078840,1656521,2023-08-15,4038
C102561,Indeed,Backend Developer,0.1,83,2,Rejected,Did Not Join,606165,309539,2023-11-20,4986
C102562,Naukri,HR Executive,1.8,40,2,Rejected,Did Not Join,1820177,845147,2024-05-21,17115
C102563,Naukri,Product Analyst,0.5,85,1,Rejected,Did Not Join,784419,831948,2023-04-02,11417
C102564,LinkedIn,HR Executive,0.3,18,1,Rejected,Did Not Join,1636915,482663,2024-07-06,1726
C102565,Naukri,Data Analyst,2.1,82,1,Rejected,Did Not Join,935372,1101162,2024-07-12,6815
C102566,Naukri,HR Executive,2.3,57,2,Rejected,Did Not Join,307127,1514081,2023-03-02,17684
C102567,Naukri,Frontend Developer,2.8,27,3,Offered,Did Not Join,1945700,1054961,2023-12-06,19612
C102568,Referral,Data Analyst,1.4,96,2,Rejected,Did Not Join,361971,639217,2024-10-09,2312
C102569,Agency,Marketing Associate,4.5,20,3,Rejected,Joined,1990871,297131,2024-07-23,11408
C102570,LinkedIn,Product Analyst,5.5,71,1,Offered,Joined,1558460,1647600,2023-05-02,1218
C102571,Campus,Product Analyst,3.3,93,1,Offered,Did Not Join,396562,849234,2023-11-26,3830
C102572,Naukri,Backend Developer,2.0,28,2,Offered,Did Not Join,1927217,1728432,2023-10-22,10018
C102573,LinkedIn,Data Analyst,0.7,99,1,Rejected,Did Not Join,1885203,1644739,2024-07-16,18413
C102574,Naukri,Marketing Associate,8.1,83,1,Rejected,Did Not Join,1317146,220284,2023-03-08,2584
C102575,Indeed,Product Analyst,0.6,33,2,Offered,Joined,606544,894511,2024-09-16,12035
C102576,Internshala,Data Analyst,0.5,22,1,Offered,Joined,1367744,461576,2023-12-08,5854
C102577,Indeed,Business Analyst,1.2,55,2,Rejected,Did Not Join,613012,1560298,2024-03-08,7221
C102578,Naukri,Business Analyst,0.1,62,1,Offered,Did Not Join,1188028,1101706,2023-12-20,10158
C102579,Indeed,Data Analyst,7.7,38,2,Rejected,Did Not Join,1321242,225205,2023-03-19,12089
C102580,Naukri,Product Analyst,1.8,45,3,Rejected,Joined,302173,712061,2023-01-22,537
C102581,Campus,Sales Executive,1.6,80,1,Rejected,Did Not Join,1565971,1499021,2024-02-15,13766
C102582,LinkedIn,HR Executive,2.1,26,3,Rejected,Did Not Join,987223,832305,2024-07-05,15346
C102583,LinkedIn,Business Analyst,1.4,57,2,Rejected,Joined,1523053,1392277,2024-07-09,3540
C102584,LinkedIn,Sales Executive,0.1,86,3,Offered,Did Not Join,964407,1282547,2024-06-06,13776
C102585,Indeed,Sales Executive,1.9,33,1,Rejected,Did Not Join,1416257,756230,2024-05-24,10973
C102586,Naukri,Backend Developer,2.5,63,2,Rejected,Did Not Join,895650,340071,2023-11-25,4564
C102587,Indeed,Marketing Associate,1.1,94,2,Offered,Did Not Join,1384573,1720957,2024-04-13,15925
C102588,Naukri,Frontend Developer,2.8,10,3,Rejected,Joined,603980,701509,2024-02-22,3943
C102589,Indeed,Business Analyst,0.5,88,2,Rejected,Joined,1827090,668860,2023-02-11,7282
C102590,Referral,Data Analyst,0.5,76,2,Offered,Joined,1326208,516332,2023-08-05,6438
C102591,Referral,HR Executive,0.4,15,3,Rejected,Did Not Join,1550188,394096,2023-09-25,9614
C102592,LinkedIn,Frontend Developer,0.9,87,2,Rejected,Did Not Join,1250670,1573383,2024-12-06,1453
C102593,LinkedIn,Marketing Associate,3.8,64,1,Rejected,Did Not Join,1556303,1247370,2024-12-30,7728
C102594,Naukri,Sales Executive,3.5,47,2,Rejected,Did Not Join,1297597,798192,2023-02-25,16376
C102595,Referral,Marketing Associate,1.0,42,2,Rejected,Did Not Join,402858,1012968,2024-09-22,796
C102596,Naukri,Product Analyst,1.8,17,2,Rejected,Did Not Join,1788226,1168033,2024-07-18,4311
C102597,LinkedIn,Business Analyst,2.6,99,2,Offered,Did Not Join,1421223,1040602,2024-03-10,13835
C102598,Naukri,Marketing Associate,0.6,88,4,Rejected,Did Not Join,1728964,1754697,2023-09-15,6553
C102599,Naukri,Marketing Associate,0.4,87,2,Rejected,Joined,1522905,475797,2024-03-19,3165
C102600,Indeed,HR Executive,7.2,29,1,Rejected,Did Not Join,1419419,445748,2023-05-04,13350
C102601,Naukri,Product Analyst,1.9,64,1,Rejected,Did Not Join,543822,589473,2024-06-27,16702
C102602,Indeed,Product Analyst,8.0,57,4,Rejected,Did Not Join,1939005,208932,2024-03-21,10615
C102603,Naukri,Sales Executive,0.8,92,2,Rejected,Joined,1712597,635952,2024-05-26,19868
C102604,Naukri,HR Executive,2.4,65,3,Rejected,Did Not Join,865124,766007,2023-04-27,6789
C102605,LinkedIn,HR Executive,0.5,97,1,Offered,Did Not Join,964884,1292989,2024-10-15,9070
C102606,Naukri,Data Analyst,0.6,19,2,Rejected,Did Not Join,358185,265141,2024-10-03,5767
C102607,Naukri,Marketing Associate,1.4,61,2,Rejected,Joined,479032,810935,2023-01-20,10718
C102608,Indeed,Marketing Associate,0.8,59,1,Rejected,Joined,1001180,825913,2024-03-20,15243
C102609,Naukri,Product Analyst,0.4,43,2,Rejected,Did Not Join,1234137,968028,2023-11-12,12421
C102610,Referral,Marketing Associate,0.6,45,2,Rejected,Did Not Join,1037445,1680807,2024-03-03,14606
C102611,Naukri,Backend Developer,0.1,70,2,Rejected,Did Not Join,623419,555819,2024-03-18,19186
C102612,Naukri,HR Executive,2.4,25,3,Offered,Did Not Join,973770,1259309,2024-12-18,17761
C102613,Indeed,Frontend Developer,1.4,88,3,Offered,Joined,1887955,288030,2023-07-24,2157
C102614,Naukri,Product Analyst,0.2,27,3,Offered,Did Not Join,1007147,189757,2024-01-13,10831
C102615,Naukri,Business Analyst,0.4,80,3,Rejected,Did Not Join,635795,1106646,2024-10-19,13335
C102616,Naukri,Product Analyst,0.2,56,2,Offered,Did Not Join,1775770,1698434,2023-12-03,11080
C102617,Naukri,Sales Executive,1.9,95,2,Rejected,Did Not Join,817413,788700,2023-11-26,15776
C102618,Referral,Frontend Developer,0.2,41,3,Rejected,Did Not Join,876472,1325630,2024-07-16,16695
C102619,Naukri,Sales Executive,2.8,52,2,Rejected,Did Not Join,1993565,369147,2024-11-03,13885
C102620,Referral,Data Analyst,0.0,92,1,Rejected,Did Not Join,1837809,905229,2024-07-21,3273
C102621,Campus,Data Analyst,0.6,49,2,Offered,Did Not Join,267105,1130810,2024-09-08,10191
C102622,LinkedIn,Sales Executive,4.4,74,1,Rejected,Did Not Join,1620932,360992,2024-09-06,3383
C102623,Campus,Marketing Associate,2.5,44,2,Offered,Joined,1712011,1198664,2023-05-11,6666
C102624,Naukri,Frontend Developer,0.2,78,1,Rejected,Did Not Join,436106,339373,2024-10-19,12974
C102625,Agency,Marketing Associate,3.4,59,1,Offered,Did Not Join,588402,1148777,2023-07-29,10483
C102626,Naukri,Product Analyst,1.4,21,4,Rejected,Did Not Join,1784020,1529041,2023-06-10,7809
C102627,Indeed,Backend Developer,3.8,85,3,Rejected,Did Not Join,729350,785481,2023-12-09,10675
C102628,LinkedIn,Data Analyst,1.8,94,3,Rejected,Did Not Join,909177,255462,2024-03-10,6263
C102629,LinkedIn,Data Analyst,2.3,67,2,Rejected,Did Not Join,1669537,507693,2023-06-01,17990
C102630,Indeed,Frontend Developer,10.1,92,3,Offered,Joined,759228,905603,2024-01-06,15652
C102631,Indeed,Data Analyst,0.5,72,3,Rejected,Did Not Join,1795327,961914,2024-06-20,599
C102632,Naukri,Backend Developer,2.0,82,2,Rejected,Joined,1546908,1200298,2023-05-18,10352
C102633,Naukri,Backend Developer,1.2,58,4,Rejected,Did Not Join,1320389,1581022,2024-07-27,8135
C102634,Indeed,Backend Developer,0.1,45,1,Rejected,Did Not Join,1210659,841353,2023-03-22,17588
C102635,Indeed,Business Analyst,0.0,63,3,Offered,Joined,1806881,363088,2024-06-03,14148
C102636,Agency,Backend Developer,0.3,56,2,Rejected,Did Not Join,451824,1719492,2024-08-05,9032
C102637,Referral,Backend Developer,2.1,41,2,Rejected,Did Not Join,1625095,1718153,2024-08-15,9080
C102638,Agency,Business Analyst,1.7,62,1,Rejected,Did Not Join,1934180,1391785,2023-10-25,5555
C102639,Indeed,Marketing Associate,1.6,41,2,Rejected,Did Not Join,989129,1560358,2024-10-12,11951
C102640,Naukri,Product Analyst,0.1,71,2,Rejected,Did Not Join,1246223,443248,2024-02-01,15654
C102641,Naukri,HR Executive,1.3,46,4,Offered,Did Not Join,432129,743187,2024-02-14,12242
C102642,Referral,Data Analyst,5.2,47,4,Offered,Joined,608119,809220,2023-10-08,15917
C102643,Indeed,Backend Developer,1.0,39,4,Rejected,Did Not Join,1883794,1385604,2023-04-01,14786
C102644,Naukri,Data Analyst,2.0,67,1,Rejected,Joined,1826950,767062,2024-08-23,14482
C102645,Naukri,Frontend Developer,3.0,41,4,Rejected,Joined,812673,555289,2024-09-25,12005
C102646,Agency,Data Analyst,3.1,75,2,Rejected,Did Not Join,1285228,1734950,2024-03-15,16591
C102647,LinkedIn,Sales Executive,1.5,60,3,Rejected,Did Not Join,1911190,810423,2023-04-26,5199
C102648,LinkedIn,Marketing Associate,3.9,20,1,Rejected,Did Not Join,1215902,524865,2023-04-06,19478
C102649,LinkedIn,Product Analyst,1.0,68,2,Rejected,Did Not Join,925187,1342877,2024-12-01,8318
C102650,Naukri,Business Analyst,4.4,29,4,Offered,Did Not Join,1834495,1282272,2024-08-09,14214
C102651,Naukri,Data Analyst,0.5,46,3,Rejected,Joined,1066959,710716,2023-05-10,8978
C102652,Naukri,Data Analyst,0.7,82,2,Rejected,Did Not Join,1163081,523321,2023-07-28,4059
C102653,Naukri,Data Analyst,0.1,58,3,Offered,Joined,933936,681696,2023-10-22,8564
C102654,Referral,HR Executive,3.2,28,1,Rejected,Did Not Join,1876948,708428,2023-03-13,5818
C102655,LinkedIn,HR Executive,1.1,64,2,Rejected,Did Not Join,844059,1705264,2023-05-26,14007
C102656,Referral,Frontend Developer,0.5,49,2,Rejected,Did Not Join,1624365,1755656,2023-02-26,4135
C102657,Campus,Business Analyst,0.5,16,1,Rejected,Did Not Join,259019,791784,2024-11-12,4607
C102658,Naukri,Data Analyst,4.6,14,1,Offered,Did Not Join,1218109,1427206,2024-07-21,12783
C102659,Indeed,Data Analyst,3.6,51,1,Offered,Joined,1924403,1680566,2024-08-14,13297
C102660,LinkedIn,Data Analyst,1.6,97,2,Offered,Did Not Join,1107239,1652833,2023-06-04,2440
C102661,Campus,Data Analyst,1.9,57,1,Rejected,Did Not Join,1090960,1491323,2023-09-30,2455
C102662,Naukri,HR Executive,1.3,16,2,Offered,Did Not Join,1051665,1760014,2023-03-19,4636
C102663,Indeed,Marketing Associate,1.0,20,2,Rejected,Joined,1248948,1284624,2024-07-22,957
